INDEX;OPSNAME;REGION;CITY
197022;САНКТ-ПЕТЕРБУРГ 22;САНКТ-ПЕТЕРБУРГ;
197045;САНКТ-ПЕТЕРБУРГ 45;САНКТ-ПЕТЕРБУРГ;
197046;САНКТ-ПЕТЕРБУРГ 46;САНКТ-ПЕТЕРБУРГ;
197082;САНКТ-ПЕТЕРБУРГ 82;САНКТ-ПЕТЕРБУРГ;
197101;САНКТ-ПЕТЕРБУРГ 101;САНКТ-ПЕТЕРБУРГ;
197006;САНКТ-ПЕТЕРБУРГ-ПЕТРОГРАДСКИЙ УЧ. ВР. ХРАНЕНИЯ;САНКТ-ПЕТЕРБУРГ;
197110;САНКТ-ПЕТЕРБУРГ 110;САНКТ-ПЕТЕРБУРГ;
197136;САНКТ-ПЕТЕРБУРГ 136;САНКТ-ПЕТЕРБУРГ;
197137;САНКТ-ПЕТЕРБУРГ 137;САНКТ-ПЕТЕРБУРГ;
197183;САНКТ-ПЕТЕРБУРГ 183;САНКТ-ПЕТЕРБУРГ;
197198;САНКТ-ПЕТЕРБУРГ 198;САНКТ-ПЕТЕРБУРГ;
197227;САНКТ-ПЕТЕРБУРГ 227;САНКТ-ПЕТЕРБУРГ;
197228;САНКТ-ПЕТЕРБУРГ;САНКТ-ПЕТЕРБУРГ;
197229;САНКТ-ПЕТЕРБУРГ 229;САНКТ-ПЕТЕРБУРГ;
197341;САНКТ-ПЕТЕРБУРГ 341;САНКТ-ПЕТЕРБУРГ;
197342;САНКТ-ПЕТЕРБУРГ 342;САНКТ-ПЕТЕРБУРГ;
197343;САНКТ-ПЕТЕРБУРГ 343;САНКТ-ПЕТЕРБУРГ;
197345;САНКТ-ПЕТЕРБУРГ 345;САНКТ-ПЕТЕРБУРГ;
197348;САНКТ-ПЕТЕРБУРГ 348;САНКТ-ПЕТЕРБУРГ;
197349;САНКТ-ПЕТЕРБУРГ 349;САНКТ-ПЕТЕРБУРГ;
197350;САНКТ-ПЕТЕРБУРГ 350;САНКТ-ПЕТЕРБУРГ;
197371;САНКТ-ПЕТЕРБУРГ 371;САНКТ-ПЕТЕРБУРГ;
197372;САНКТ-ПЕТЕРБУРГ 372;САНКТ-ПЕТЕРБУРГ;
197373;САНКТ-ПЕТЕРБУРГ 373;САНКТ-ПЕТЕРБУРГ;
197374;САНКТ-ПЕТЕРБУРГ 374;САНКТ-ПЕТЕРБУРГ;
197375;САНКТ-ПЕТЕРБУРГ 375;САНКТ-ПЕТЕРБУРГ;
197376;САНКТ-ПЕТЕРБУРГ 376;САНКТ-ПЕТЕРБУРГ;
197790;ПАРГОЛОВО УКД;САНКТ-ПЕТЕРБУРГ;
198035;САНКТ-ПЕТЕРБУРГ 35;САНКТ-ПЕТЕРБУРГ;
198095;САНКТ-ПЕТЕРБУРГ 95;САНКТ-ПЕТЕРБУРГ;
198096;САНКТ-ПЕТЕРБУРГ 96;САНКТ-ПЕТЕРБУРГ;
198097;САНКТ-ПЕТЕРБУРГ 97;САНКТ-ПЕТЕРБУРГ;
198099;САНКТ-ПЕТЕРБУРГ 99;САНКТ-ПЕТЕРБУРГ;
198152;САНКТ-ПЕТЕРБУРГ 152;САНКТ-ПЕТЕРБУРГ;
198184;САНКТ-ПЕТЕРБУРГ 184;САНКТ-ПЕТЕРБУРГ;
198188;САНКТ-ПЕТЕРБУРГ 188;САНКТ-ПЕТЕРБУРГ;
198205;САНКТ-ПЕТЕРБУРГ 205;САНКТ-ПЕТЕРБУРГ;
198206;САНКТ-ПЕТЕРБУРГ 206;САНКТ-ПЕТЕРБУРГ;
198207;САНКТ-ПЕТЕРБУРГ 207;САНКТ-ПЕТЕРБУРГ;
198215;САНКТ-ПЕТЕРБУРГ 215;САНКТ-ПЕТЕРБУРГ;
198216;САНКТ-ПЕТЕРБУРГ 216;САНКТ-ПЕТЕРБУРГ;
198217;САНКТ-ПЕТЕРБУРГ 217;САНКТ-ПЕТЕРБУРГ;
198218;САНКТ-ПЕТЕРБУРГ 218;САНКТ-ПЕТЕРБУРГ;
198255;САНКТ-ПЕТЕРБУРГ 255;САНКТ-ПЕТЕРБУРГ;
198259;САНКТ-ПЕТЕРБУРГ 259;САНКТ-ПЕТЕРБУРГ;
198260;САНКТ-ПЕТЕРБУРГ 260;САНКТ-ПЕТЕРБУРГ;
198261;САНКТ-ПЕТЕРБУРГ 261;САНКТ-ПЕТЕРБУРГ;
198262;САНКТ-ПЕТЕРБУРГ 262;САНКТ-ПЕТЕРБУРГ;
198264;САНКТ-ПЕТЕРБУРГ 264;САНКТ-ПЕТЕРБУРГ;
197701;СЕСТРОРЕЦК 1;САНКТ-ПЕТЕРБУРГ;
197721;ЗЕЛЕНОГОРСК 1;САНКТ-ПЕТЕРБУРГ;
197725;КРАСАВИЦА;САНКТ-ПЕТЕРБУРГ;
197763;КРОНШТАДТ 3;САНКТ-ПЕТЕРБУРГ;
198302;САНКТ-ПЕТЕРБУРГ 302;САНКТ-ПЕТЕРБУРГ;
198303;САНКТ-ПЕТЕРБУРГ 303;САНКТ-ПЕТЕРБУРГ;
198322;САНКТ-ПЕТЕРБУРГ 322;САНКТ-ПЕТЕРБУРГ;
198323;САНКТ-ПЕТЕРБУРГ 323;САНКТ-ПЕТЕРБУРГ;
198326;САНКТ-ПЕТЕРБУРГ 326;САНКТ-ПЕТЕРБУРГ;
198328;САНКТ-ПЕТЕРБУРГ 328;САНКТ-ПЕТЕРБУРГ;
198329;САНКТ-ПЕТЕРБУРГ 329;САНКТ-ПЕТЕРБУРГ;
198330;САНКТ-ПЕТЕРБУРГ 330;САНКТ-ПЕТЕРБУРГ;
198332;САНКТ-ПЕТЕРБУРГ 332;САНКТ-ПЕТЕРБУРГ;
198334;САНКТ-ПЕТЕРБУРГ 334;САНКТ-ПЕТЕРБУРГ;
198335;САНКТ-ПЕТЕРБУРГ 335;САНКТ-ПЕТЕРБУРГ;
198910;САНКТ-ПЕТЕРБУРГ-КИРОВСКИЙ ГСП;САНКТ-ПЕТЕРБУРГ;
198998;САНКТ-ПЕТЕРБУРГ-КИРОВСКИЙ МРП УЧ.ТАРЫ;САНКТ-ПЕТЕРБУРГ;
198999;САНКТ-ПЕТЕРБУРГ-КИРОВСКИЙ МРП;САНКТ-ПЕТЕРБУРГ;
199004;САНКТ-ПЕТЕРБУРГ 4;САНКТ-ПЕТЕРБУРГ;
199026;САНКТ-ПЕТЕРБУРГ 26;САНКТ-ПЕТЕРБУРГ;
199034;САНКТ-ПЕТЕРБУРГ 34;САНКТ-ПЕТЕРБУРГ;
199048;САНКТ-ПЕТЕРБУРГ 48;САНКТ-ПЕТЕРБУРГ;
199053;САНКТ-ПЕТЕРБУРГ 53;САНКТ-ПЕТЕРБУРГ;
199058;САНКТ-ПЕТЕРБУРГ 58;САНКТ-ПЕТЕРБУРГ;
199106;САНКТ-ПЕТЕРБУРГ 106;САНКТ-ПЕТЕРБУРГ;
199151;САНКТ-ПЕТЕРБУРГ 151;САНКТ-ПЕТЕРБУРГ;
199155;САНКТ-ПЕТЕРБУРГ 155;САНКТ-ПЕТЕРБУРГ;
199162;САНКТ-ПЕТЕРБУРГ 162;САНКТ-ПЕТЕРБУРГ;
199178;САНКТ-ПЕТЕРБУРГ 178;САНКТ-ПЕТЕРБУРГ;
199225;САНКТ-ПЕТЕРБУРГ 225;САНКТ-ПЕТЕРБУРГ;
199226;САНКТ-ПЕТЕРБУРГ 226;САНКТ-ПЕТЕРБУРГ;
199397;САНКТ-ПЕТЕРБУРГ 397;САНКТ-ПЕТЕРБУРГ;
199405;САНКТ-ПЕТЕРБУРГ 405;САНКТ-ПЕТЕРБУРГ;
199406;САНКТ-ПЕТЕРБУРГ 406;САНКТ-ПЕТЕРБУРГ;
198511;ПЕТРОДВОРЕЦ 1;САНКТ-ПЕТЕРБУРГ;
198996;САНКТ-ПЕТЕРБУРГ-КИРОВСКИЙ УЧ. ВР. ХРАНЕНИЯ;САНКТ-ПЕТЕРБУРГ;
200900;САНКТ-ПЕТЕРБУРГ АСЦ УЧ. РОССЫПИ - СПЕЦ РЕЙС №10;САНКТ-ПЕТЕРБУРГ;
200901;САНКТ-ПЕТЕРБУРГ АСЦ УЧ. РОССЫПИ - СПЕЦ РЕЙС №1;САНКТ-ПЕТЕРБУРГ;
200902;САНКТ-ПЕТЕРБУРГ АСЦ УЧ. РОССЫПИ - СПЕЦ РЕЙС №2;САНКТ-ПЕТЕРБУРГ;
200903;САНКТ-ПЕТЕРБУРГ АСЦ УЧ. РОССЫПИ - СПЕЦ РЕЙС №3;САНКТ-ПЕТЕРБУРГ;
200904;САНКТ-ПЕТЕРБУРГ АСЦ УЧ. РОССЫПИ - СПЕЦ РЕЙС №4;САНКТ-ПЕТЕРБУРГ;
200905;САНКТ-ПЕТЕРБУРГ АСЦ УЧ. РОССЫПИ - СПЕЦ РЕЙС №5;САНКТ-ПЕТЕРБУРГ;
200906;САНКТ-ПЕТЕРБУРГ АСЦ УЧ. РОССЫПИ - СПЕЦ РЕЙС №6;САНКТ-ПЕТЕРБУРГ;
200907;САНКТ-ПЕТЕРБУРГ АСЦ УЧ. РОССЫПИ - СПЕЦ РЕЙС №7;САНКТ-ПЕТЕРБУРГ;
200908;САНКТ-ПЕТЕРБУРГ АСЦ УЧ. РОССЫПИ - СПЕЦ РЕЙС №8;САНКТ-ПЕТЕРБУРГ;
200909;САНКТ-ПЕТЕРБУРГ АСЦ УЧ. РОССЫПИ - СПЕЦ РЕЙС №9;САНКТ-ПЕТЕРБУРГ;
200910;АЛЕКСАНДРОВСКАЯ УЧ. РОССЫПИ ЗОНА-20;САНКТ-ПЕТЕРБУРГ;
200911;ФРУНЗЕНСКИЙ УЧ. РОССЫПИ-2 ЗОНА-21;САНКТ-ПЕТЕРБУРГ;
200912;ФРУНЗЕНСКИЙ УЧ. РОССЫПИ-3 ЗОНА-22;САНКТ-ПЕТЕРБУРГ;
200913;ФРУНЗЕНСКИЙ УЧ. РОССЫПИ-4 ЗОНА-23;САНКТ-ПЕТЕРБУРГ;
200914;ФРУНЗЕНСКИЙ УЧ. РОССЫПИ-5 ЗОНА-24;САНКТ-ПЕТЕРБУРГ;
200915;ФРУНЗЕНСКИЙ УЧ. РОССЫПИ-6 ЗОНА-25;САНКТ-ПЕТЕРБУРГ;
200916;КРАСНОСЕЛЬСКИЙ УЧ. РОССЫПИ ЗОНА-12;САНКТ-ПЕТЕРБУРГ;
200917;КОЛПИНСКИЙ УЧ. РОССЫПИ-1 ЗОНА-17;САНКТ-ПЕТЕРБУРГ;
200918;КОЛПИНСКИЙ УЧ. РОССЫПИ-2 ЗОНА-18;САНКТ-ПЕТЕРБУРГ;
200921;ПУШКИНСКИЙ УЧ. РОССЫПИ-1 ЗОНА-21;САНКТ-ПЕТЕРБУРГ;
200922;ПУШКИНСКИЙ УЧ. РОССЫПИ-2 ЗОНА-22;САНКТ-ПЕТЕРБУРГ;
200923;ПУШКИНСКИЙ УЧ. РОССЫПИ-3 ЗОНА-23;САНКТ-ПЕТЕРБУРГ;
200930;ВАСИЛЕОСТРОВСКИЙ УЧ. РОССЫПИ-1 ЗОНА-12;САНКТ-ПЕТЕРБУРГ;
200931;ПЕТРОГРАДСКИЙ УЧ. РОССЫПИ-1 ЗОНА-4;САНКТ-ПЕТЕРБУРГ;
200932;ПЕТРОГРАДСКИЙ УЧ. РОССЫПИ-2 ЗОНА-8;САНКТ-ПЕТЕРБУРГ;
200933;ПОЧТАМТСКИЙ УЧ. РОССЫПИ-1 ЗОНА-1;САНКТ-ПЕТЕРБУРГ;
200934;ПОЧТАМТСКИЙ УЧ. РОССЫПИ-2 ЗОНА-3;САНКТ-ПЕТЕРБУРГ;
200935;КИРОВСКИЙ УЧ. РОССЫПИ-2 ЗОНА-9;САНКТ-ПЕТЕРБУРГ;
200936;КИРОВСКИЙ УЧ. РОССЫПИ-4 ЗОНА-11;САНКТ-ПЕТЕРБУРГ;
200920;САНКТ-ПЕТЕРБУРГ РЦГП;САНКТ-ПЕТЕРБУРГ;
200937;МОСКОВСКИЙ УЧ. РОССЫПИ-1 ЗОНА-14;САНКТ-ПЕТЕРБУРГ;
200938;МОСКОВСКИЙ УЧ. РОССЫПИ-2 ЗОНА-15;САНКТ-ПЕТЕРБУРГ;
200939;МОСКОВСКИЙ УЧ. РОССЫПИ-3 ЗОНА-16;САНКТ-ПЕТЕРБУРГ;
200941;ВЫБОРГСКИЙ УЧ. ПКО-2 ЗОНА-112;САНКТ-ПЕТЕРБУРГ;
200953;ПРИМОРСКИЙ УЧ. РОССЫПИ-1 ЗОНА-114;САНКТ-ПЕТЕРБУРГ;
200955;КРАСНОГВАРДЕЙСКИЙ УЧ. РОССЫПИ-1 ЗОНА-6;САНКТ-ПЕТЕРБУРГ;
200956;КРАСНОГВАРДЕЙСКИЙ УЧ. РОССЫПИ-2 ЗОНА-10;САНКТ-ПЕТЕРБУРГ;
200957;ФРУНЗЕНСКИЙ УЧ. РОССЫПИ-1 ЗОНА-13;САНКТ-ПЕТЕРБУРГ;
200960;САНКТ-ПЕТЕРБУРГ АСЦ;САНКТ-ПЕТЕРБУРГ;
200961;САНКТ-ПЕТЕРБУРГ АСЦ;САНКТ-ПЕТЕРБУРГ;
200969;САНКТ-ПЕТЕРБУРГ АСЦ ЦЕНТР ГИБРИДНОЙ ПЕЧАТИ;САНКТ-ПЕТЕРБУРГ;
200971;САНКТ-ПЕТЕРБУРГ АСЦ IRV1-СМ;САНКТ-ПЕТЕРБУРГ;
200972;САНКТ-ПЕТЕРБУРГ АСЦ IRV2-СМ;САНКТ-ПЕТЕРБУРГ;
200973;САНКТ-ПЕТЕРБУРГ АСЦ ТТ2000-4-СМ;САНКТ-ПЕТЕРБУРГ;
200974;САНКТ-ПЕТЕРБУРГ АСЦ PS1-СМ;САНКТ-ПЕТЕРБУРГ;
200975;САНКТ-ПЕТЕРБУРГ АСЦ VRT1-СМ;САНКТ-ПЕТЕРБУРГ;
200978;САНКТ-ПЕТЕРБУРГ АСЦ УЧ. ОТПРАВЛЕНИЙ 1 КЛ.;САНКТ-ПЕТЕРБУРГ;
200979;САНКТ-ПЕТЕРБУРГ АСЦ УЧ. ТАРЫ;САНКТ-ПЕТЕРБУРГ;
200980;САНКТ-ПЕТЕРБУРГ АСЦ ЦЕХ ЛОГИСТИКИ;САНКТ-ПЕТЕРБУРГ;
200982;САНКТ-ПЕТЕРБУРГ АСЦ УЧ. РУЧН. СОРТ. ПОСЫЛОК;САНКТ-ПЕТЕРБУРГ;
200983;САНКТ-ПЕТЕРБУРГ АСЦ ЦЕХ ПОСЫЛОК;САНКТ-ПЕТЕРБУРГ;
200984;САНКТ-ПЕТЕРБУРГ АСЦ MPS-4-СМ;САНКТ-ПЕТЕРБУРГ;
200985;САНКТ-ПЕТЕРБУРГ АСЦ УЧ. АВТОМАТИЗИРОВАННОЙ СОРТИРОВКИ МП;САНКТ-ПЕТЕРБУРГ;
200986;САНКТ-ПЕТЕРБУРГ АСЦ УЧ. СОРТИРОВКИ ПРОСТЫХ МЖД ОТПРАВЛЕНИЙ;САНКТ-ПЕТЕРБУРГ;
200987;САНКТ-ПЕТЕРБУРГ АСЦ ЦЕХ СТАНДАРТНЫХ ПРОСТЫХ ПИСЕМ;САНКТ-ПЕТЕРБУРГ;
200988;САНКТ-ПЕТЕРБУРГ АСЦ УЧ. МАГИСТР. ДОСТАВКИ СЧЕТОВ;САНКТ-ПЕТЕРБУРГ;
200989;САНКТ-ПЕТЕРБУРГ АСЦ УЧ. СОРТИРОВКИ SRM ОТПРАВЛЕНИЙ;САНКТ-ПЕТЕРБУРГ;
200990;САНКТ-ПЕТЕРБУРГ АСЦ УЧ. НЕВОСТРЕБОВАННЫХ ПО;САНКТ-ПЕТЕРБУРГ;
200991;САНКТ-ПЕТЕРБУРГ АСЦ УЧ. ТЕХНОЛОГИЧЕСКОГО КОНТРОЛЯ;САНКТ-ПЕТЕРБУРГ;
200992;САНКТ-ПЕТЕРБУРГ АСЦ ЦЕХ ФЛЭТОВ И РПО;САНКТ-ПЕТЕРБУРГ;
200993;САНКТ-ПЕТЕРБУРГ АСЦ УЧ. РУЧН. ОБРАБ. ПИСЬМ. КОРР.;САНКТ-ПЕТЕРБУРГ;
200994;САНКТ-ПЕТЕРБУРГ АСЦ EMS;САНКТ-ПЕТЕРБУРГ;
200995;САНКТ-ПЕТЕРБУРГ АСЦ УЧ. ПРАВИТЕЛЬСТВЕННОЙ ПОЧТЫ;САНКТ-ПЕТЕРБУРГ;
200942;КИРОВСКИЙ УЧ. ПКО-1 ЗОНА-101;САНКТ-ПЕТЕРБУРГ;
200943;КИРОВСКИЙ УЧ. ПКО-2 ЗОНА-102;САНКТ-ПЕТЕРБУРГ;
200944;КИРОВСКИЙ УЧ. ПКО-3 ЗОНА-105;САНКТ-ПЕТЕРБУРГ;
200945;КИРОВСКИЙ УЧ. ПКО-4 ЗОНА-106;САНКТ-ПЕТЕРБУРГ;
200946;ПРИМОРСКИЙ УЧ. ПКО-2 ЗОНА-104;САНКТ-ПЕТЕРБУРГ;
200947;ПРИМОРСКИЙ УЧ. ПКО-1 ЗОНА-113;САНКТ-ПЕТЕРБУРГ;
200948;НЕВСКИЙ УЧ. ПКО-1 ЗОНА-111;САНКТ-ПЕТЕРБУРГ;
200949;ВЫБОРГСКИЙ УЧ. РОССЫПИ-2 ЗОНА-7;САНКТ-ПЕТЕРБУРГ;
200950;ВЫБОРГСКИЙ УЧ. РОССЫПИ-3 ЗОНА-7А;САНКТ-ПЕТЕРБУРГ;
200951;ВЫБОРГСКИЙ УЧ. РОССЫПИ-4 ЗОНА-5;САНКТ-ПЕТЕРБУРГ;
200952;ДЗЕРЖИНСКИЙ УЧ. РОССЫПИ-1 ЗОНА-2;САНКТ-ПЕТЕРБУРГ;
200954;КРАСНОГВАРДЕЙСКИЙ УЧ. РОССЫПИ-1 ЗОНА-14;САНКТ-ПЕТЕРБУРГ;
192075;САНКТ-ПЕТЕРБУРГ 75 ППС;САНКТ-ПЕТЕРБУРГ;
193169;САНКТ-ПЕТЕРБУРГ 169 ППС;САНКТ-ПЕТЕРБУРГ;
196146;САНКТ-ПЕТЕРБУРГ 146 ППС;САНКТ-ПЕТЕРБУРГ;
196157;САНКТ-ПЕТЕРБУРГ 157 ППС;САНКТ-ПЕТЕРБУРГ;
197344;САНКТ-ПЕТЕРБУРГ 344 ППС;САНКТ-ПЕТЕРБУРГ;
198331;САНКТ-ПЕТЕРБУРГ 331 ППС;САНКТ-ПЕТЕРБУРГ;
194357;САНКТ-ПЕТЕРБУРГ 357 ППС;САНКТ-ПЕТЕРБУРГ;
198321;САНКТ-ПЕТЕРБУРГ 321 ППС;САНКТ-ПЕТЕРБУРГ;
198333;САНКТ-ПЕТЕРБУРГ 333 ППС;САНКТ-ПЕТЕРБУРГ;
190918;САНКТ-ПЕТЕРБУРГ-КРАСНОГВАРДЕЙСКИЙ УООП ПК;САНКТ-ПЕТЕРБУРГ;
190919;САНКТ-ПЕТЕРБУРГ-КРАСНОГВАРДЕЙСКИЙ УООП ПРИОРИТЕТ;САНКТ-ПЕТЕРБУРГ;
197704;СЕСТРОРЕЦК 4;САНКТ-ПЕТЕРБУРГ;
194351;САНКТ-ПЕТЕРБУРГ ПВЗ;САНКТ-ПЕТЕРБУРГ;
197377;САНКТ-ПЕТЕРБУРГ ПВЗ;САНКТ-ПЕТЕРБУРГ;
198263;САНКТ-ПЕТЕРБУРГ ПВЗ;САНКТ-ПЕТЕРБУРГ;
193235;САНКТ-ПЕТЕРБУРГ ПВЗ;САНКТ-ПЕТЕРБУРГ;
198325;САНКТ-ПЕТЕРБУРГ 325;САНКТ-ПЕТЕРБУРГ;
197378;САНКТ-ПЕТЕРБУРГ ПВЗ;САНКТ-ПЕТЕРБУРГ;
190996;САНКТ-ПЕТЕРБУРГ УЧ. ВР. ХРАНЕНИЯ;САНКТ-ПЕТЕРБУРГ;
190915;САНКТ-ПЕТЕРБУРГ-КРАСНОГВАРДЕЙСКИЙ УООП;САНКТ-ПЕТЕРБУРГ;
190730;САНКТ-ПЕТЕРБУРГ АТП;САНКТ-ПЕТЕРБУРГ;
190731;САНКТ-ПЕТЕРБУРГ АТП;САНКТ-ПЕТЕРБУРГ;
190732;САНКТ-ПЕТЕРБУРГ АТП;САНКТ-ПЕТЕРБУРГ;
190879;САНКТ-ПЕТЕРБУРГ АТП;САНКТ-ПЕТЕРБУРГ;
190889;САНКТ-ПЕТЕРБУРГ АТП;САНКТ-ПЕТЕРБУРГ;
190950;САНКТ-ПЕТЕРБУРГ АТП;САНКТ-ПЕТЕРБУРГ;
200919;КРАСНОГВАРДЕЙСКИЙ УЧ. РОССЫПИ-3;САНКТ-ПЕТЕРБУРГ;
200924;КРАСНОГВАРДЕЙСКИЙ УЧ. РОССЫПИ-4;САНКТ-ПЕТЕРБУРГ;
200925;КРАСНОГВАРДЕЙСКИЙ УЧ. РОССЫПИ-5;САНКТ-ПЕТЕРБУРГ;
200926;ВСЕВОЛОЖСКИЙ УЧ. РОССЫПИ-1;САНКТ-ПЕТЕРБУРГ;
200927;ВСЕВОЛОЖСКИЙ УЧ. РОССЫПИ-2;САНКТ-ПЕТЕРБУРГ;
200928;ВСЕВОЛОЖСКИЙ УЧ. РОССЫПИ-3;САНКТ-ПЕТЕРБУРГ;
200929;ВСЕВОЛОЖСКИЙ УЧ. РОССЫПИ-4;САНКТ-ПЕТЕРБУРГ;
200958;СТАРЫЙ ПЕТЕРГОФ УЧ. РОССЫПИ-1;САНКТ-ПЕТЕРБУРГ;
200959;СТАРЫЙ ПЕТЕРГОФ УЧ. РОССЫПИ-2;САНКТ-ПЕТЕРБУРГ;
200940;ВЫБОРГСКИЙ УЧ. ПКО-1 ЗОНА-103;САНКТ-ПЕТЕРБУРГ;
200996;САНКТ-ПЕТЕРБУРГ АСЦ УЧ. ОБМЕНА ПУЛКОВО;САНКТ-ПЕТЕРБУРГ;
420029;КАЗАНЬ 29;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420030;КАЗАНЬ 30;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420032;КАЗАНЬ 32;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420033;КАЗАНЬ 33;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420034;КАЗАНЬ 34;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420036;КАЗАНЬ 36;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420037;КАЗАНЬ 37;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420039;КАЗАНЬ 39;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420043;КАЗАНЬ 43;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420044;КАЗАНЬ 44;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420025;КАЗАНЬ 25;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420000;КАЗАНЬ;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420004;КАЗАНЬ 4;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420005;КАЗАНЬ 5;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420006;КАЗАНЬ 6;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420008;КАЗАНЬ 8;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420010;КАЗАНЬ 10;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420011;КАЗАНЬ 11;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420012;КАЗАНЬ 12;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420013;КАЗАНЬ 13;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420014;КАЗАНЬ 14;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420015;КАЗАНЬ 15;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420020;КАЗАНЬ 20;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420021;КАЗАНЬ 21;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420047;КАЗАНЬ 47;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420049;КАЗАНЬ 49;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420051;КАЗАНЬ 51;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420053;КАЗАНЬ 53;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420054;КАЗАНЬ 54;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420055;КАЗАНЬ 55;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420056;КАЗАНЬ 56;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420057;КАЗАНЬ 57;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420059;КАЗАНЬ 59;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
