INDEX;OPSNAME;REGION;CITY
420060;КАЗАНЬ 60;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420061;КАЗАНЬ 61;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420064;КАЗАНЬ 64;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420066;КАЗАНЬ 66;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420069;КАЗАНЬ 69;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420070;КАЗАНЬ 70;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420071;КАЗАНЬ 71;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420073;КАЗАНЬ 73;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420074;КАЗАНЬ 74;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420075;КАЗАНЬ 75;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420076;КАЗАНЬ 76;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420077;КАЗАНЬ 77;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420078;КАЗАНЬ 78;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420079;КАЗАНЬ 79;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420080;КАЗАНЬ 80;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420081;КАЗАНЬ 81;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420083;КАЗАНЬ 83;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420085;КАЗАНЬ 85;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420087;КАЗАНЬ 87;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420088;КАЗАНЬ 88;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420091;КАЗАНЬ 91;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420094;КАЗАНЬ 94;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420095;КАЗАНЬ 95;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420096;КАЗАНЬ 96;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420097;КАЗАНЬ 97;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420098;КАЗАНЬ 98;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420099;КАЗАНЬ 99;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420100;КАЗАНЬ 100;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420101;КАЗАНЬ 101;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420102;КАЗАНЬ 102;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420103;КАЗАНЬ 103;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420104;КАЗАНЬ 104;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420105;КАЗАНЬ 105;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420106;КАЗАНЬ 106;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420107;КАЗАНЬ 107;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420108;КАЗАНЬ 108;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420110;КАЗАНЬ 110;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420111;КАЗАНЬ 111;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420124;КАЗАНЬ 124;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420125;КАЗАНЬ 125;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420126;КАЗАНЬ 126;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420127;КАЗАНЬ 127;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420129;КАЗАНЬ 129;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420130;КАЗАНЬ 130;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420132;КАЗАНЬ 132;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420133;КАЗАНЬ 133;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420136;КАЗАНЬ 136;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420137;КАЗАНЬ 137;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420138;КАЗАНЬ 138;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420139;КАЗАНЬ 139;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420140;КАЗАНЬ 140;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420141;КАЗАНЬ 141;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420170;КАЗАНЬ ГСП;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420199;КАЗАНЬ ПОЧТАМТ;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420202;КАЗАНЬ 202;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420880;КАЗАНЬ УКД;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420890;КАЗАНЬ МСЦ УЧ. ТАРЫ;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420203;КАЗАНЬ 203 ППС;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420196;КАЗАНЬ КЛАДОВАЯ ХРАНЕНИЯ НЕРОЗДАННЫХ ПО;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420960;КАЗАНЬ МСЦ;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420961;КАЗАНЬ МСЦ-1;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420962;КАЗАНЬ МСЦ УОПО;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420999;КАЗАНЬ МРП;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
421000;КАЗАНЬ;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
421001;КАЗАНЬ 1;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
421700;"УФПС ""ТАТАРСТАН ПОЧТАСЫ""";ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
421710;ИВЦ РЕСПУБЛИКИ ТАТАРСТАН;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420181;КАЗАНЬ-АВИАСТРОИТЕЛЬНЫЙ УДПП;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420182;КАЗАНЬ-КИРОВСКИЙ УДПП;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420183;КАЗАНЬ-МОСКОВСКИЙ УДПП;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420184;КАЗАНЬ-СОВЕТСКИЙ УДПП;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420185;КАЗАНЬ-ПРИВОЛЖСКИЙ УДПП;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420150;КАЗАНЬ ПВЗ;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420068;КАЗАНЬ 68 ППС;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420142;КАЗАНЬ 142 ППС;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
421706;КАЗАНЬ ЦЭП;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
420996;КАЗАНЬ МРП КЛАДОВАЯ ХРАНЕНИЯ НЕРОЗДАННЫХ ПО;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
421730;КАЗАНЬ АТП;ТАТАРСТАН РЕСПУБЛИКА;КАЗАНЬ
603000;НИЖНИЙ НОВГОРОД;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603001;НИЖНИЙ НОВГОРОД 1;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603002;НИЖНИЙ НОВГОРОД 2;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603003;НИЖНИЙ НОВГОРОД 3;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603004;НИЖНИЙ НОВГОРОД 4;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603005;НИЖНИЙ НОВГОРОД 5;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603006;НИЖНИЙ НОВГОРОД 6;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603008;НИЖНИЙ НОВГОРОД 8;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603009;НИЖНИЙ НОВГОРОД 9;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603010;НИЖНИЙ НОВГОРОД 10;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603011;НИЖНИЙ НОВГОРОД 11;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603014;НИЖНИЙ НОВГОРОД 14;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603016;НИЖНИЙ НОВГОРОД 16;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603018;НИЖНИЙ НОВГОРОД 18;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603022;НИЖНИЙ НОВГОРОД 22;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603024;НИЖНИЙ НОВГОРОД 24;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603028;НИЖНИЙ НОВГОРОД 28;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603029;НИЖНИЙ НОВГОРОД 29;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603032;НИЖНИЙ НОВГОРОД 32;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603033;НИЖНИЙ НОВГОРОД 33;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603034;НИЖНИЙ НОВГОРОД 34;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603035;НИЖНИЙ НОВГОРОД 35;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603037;НИЖНИЙ НОВГОРОД 37;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603038;НИЖНИЙ НОВГОРОД 38;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603040;НИЖНИЙ НОВГОРОД 40;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603041;НИЖНИЙ НОВГОРОД 41;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603043;НИЖНИЙ НОВГОРОД 43;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603044;НИЖНИЙ НОВГОРОД 44;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603047;НИЖНИЙ НОВГОРОД 47;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603049;НИЖНИЙ НОВГОРОД 49;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603050;НИЖНИЙ НОВГОРОД 50;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603051;НИЖНИЙ НОВГОРОД 51;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603052;НИЖНИЙ НОВГОРОД 52;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603053;НИЖНИЙ НОВГОРОД 53;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603054;НИЖНИЙ НОВГОРОД 54;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603056;НИЖНИЙ НОВГОРОД 56;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603057;НИЖНИЙ НОВГОРОД 57;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603058;НИЖНИЙ НОВГОРОД 58;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603059;НИЖНИЙ НОВГОРОД 59;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603061;НИЖНИЙ НОВГОРОД 61;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603062;НИЖНИЙ НОВГОРОД 62;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603063;НИЖНИЙ НОВГОРОД 63;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603064;НИЖНИЙ НОВГОРОД 64;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603065;НИЖНИЙ НОВГОРОД 65;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603066;НИЖНИЙ НОВГОРОД 66;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603068;НИЖНИЙ НОВГОРОД 68;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603069;НИЖНИЙ НОВГОРОД 69;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603070;НИЖНИЙ НОВГОРОД 70;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603071;НИЖНИЙ НОВГОРОД 71;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603073;НИЖНИЙ НОВГОРОД 73;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603074;НИЖНИЙ НОВГОРОД 74;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603076;НИЖНИЙ НОВГОРОД 76;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603079;НИЖНИЙ НОВГОРОД 79;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603081;НИЖНИЙ НОВГОРОД 81;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603082;НИЖНИЙ НОВГОРОД 82;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603083;НИЖНИЙ НОВГОРОД 83;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603086;НИЖНИЙ НОВГОРОД 86;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603087;НИЖНИЙ НОВГОРОД 87;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603089;НИЖНИЙ НОВГОРОД 89;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603090;НИЖНИЙ НОВГОРОД 90;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603092;НИЖНИЙ НОВГОРОД 92;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603093;НИЖНИЙ НОВГОРОД 93;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603094;НИЖНИЙ НОВГОРОД 94;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603095;НИЖНИЙ НОВГОРОД 95;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603096;НИЖНИЙ НОВГОРОД 96;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603098;НИЖНИЙ НОВГОРОД 98;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603101;НИЖНИЙ НОВГОРОД 101;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603104;НИЖНИЙ НОВГОРОД 104;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603105;НИЖНИЙ НОВГОРОД 105;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603106;НИЖНИЙ НОВГОРОД 106;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603107;НИЖНИЙ НОВГОРОД 107;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603108;НИЖНИЙ НОВГОРОД 108;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603109;НИЖНИЙ НОВГОРОД 109;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603111;НИЖНИЙ НОВГОРОД 111;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603115;НИЖНИЙ НОВГОРОД 115;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603116;НИЖНИЙ НОВГОРОД 116;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603117;НИЖНИЙ НОВГОРОД 117;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603122;НИЖНИЙ НОВГОРОД 122;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603123;НИЖНИЙ НОВГОРОД 123;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603124;НИЖНИЙ НОВГОРОД 124;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603126;НИЖНИЙ НОВГОРОД 126;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603127;НИЖНИЙ НОВГОРОД 127;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603128;НИЖНИЙ НОВГОРОД 128;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603132;НИЖНИЙ НОВГОРОД 132;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603134;НИЖНИЙ НОВГОРОД 134;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603135;НИЖНИЙ НОВГОРОД 135;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603136;НИЖНИЙ НОВГОРОД 136;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603137;НИЖНИЙ НОВГОРОД 137;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603138;НИЖНИЙ НОВГОРОД 138;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603139;НИЖНИЙ НОВГОРОД 139;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603140;НИЖНИЙ НОВГОРОД 140;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603141;НИЖНИЙ НОВГОРОД 141;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603142;НИЖНИЙ НОВГОРОД 142;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603144;НИЖНИЙ НОВГОРОД 144;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603145;НИЖНИЙ НОВГОРОД 145;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603146;НИЖНИЙ НОВГОРОД 146;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603147;НИЖНИЙ НОВГОРОД 147;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603148;НИЖНИЙ НОВГОРОД 148;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603152;НИЖНИЙ НОВГОРОД 152;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603155;НИЖНИЙ НОВГОРОД 155;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603157;НИЖНИЙ НОВГОРОД 157;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603158;НИЖНИЙ НОВГОРОД 158;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603159;НИЖНИЙ НОВГОРОД 159;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603162;НИЖНИЙ НОВГОРОД 162;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603163;НИЖНИЙ НОВГОРОД 163;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603167;НИЖНИЙ НОВГОРОД 167;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603190;НИЖНИЙ НОВГОРОД ГСП;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603199;НИЖНИЙ НОВГОРОД ПОЧТАМТ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603700;УФПС НИЖЕГОРОДСКОЙ ОБЛАСТИ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603197;НИЖНИЙ НОВГОРОД КЛАДОВАЯ ХРАНЕНИЯ НЕРОЗДАННЫХ ЗАКАЗНЫХ ПО;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603710;ИВЦ НИЖЕГОРОДСКОЙ ОБЛАСТИ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603880;НИЖНИЙ НОВГОРОД УКД;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603881;НИЖНИЙ НОВГОРОД УКД УОТП;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603890;НИЖНИЙ НОВГОРОД МСЦ УЧ. ТАРЫ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603899;НИЖНИЙ НОВГОРОД ПОЧТАМТ УЧ. ТАРЫ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603901;БЕРЕЗОВАЯ ПОЙМА;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603902;ЗЕЛЕНЫЙ ГОРОД;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603903;ЗЕЛЕНЫЙ ГОРОД 1;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603950;НИЖНИЙ НОВГОРОД ПЖДП;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603951;НИЖНИЙ НОВГОРОД 951;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
603952;НИЖНИЙ НОВГОРОД ГСП;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;НИЖНИЙ НОВГОРОД
